label,precision,recall,f1,support
yes,0.9760956175298805,0.95703125,0.9664694280078896,256
no,0.9508196721311475,0.9206349206349206,0.9354838709677418,252
up,0.9527272727272728,0.9632352941176471,0.9579524680073126,272
down,0.914396887159533,0.9288537549407114,0.9215686274509804,253
left,0.9518518518518518,0.9625468164794008,0.957169459962756,267
right,0.9796747967479674,0.9305019305019305,0.9544554455445544,259
on,0.9591836734693877,0.9552845528455285,0.9572301425661914,246
off,0.9799196787148594,0.9312977099236641,0.9549902152641878,262
stop,0.9835390946502057,0.9598393574297188,0.9715447154471544,249
go,0.8698884758364313,0.9322709163346613,0.9,251
unknown,0.9810968494749125,0.9850046860356139,0.9830468841342219,4268
silence,0.9263565891472868,0.9299610894941635,0.9281553398058252,257
