label,precision,recall,f1,support
yes,0.96484375,0.96484375,0.96484375,256
no,0.9246031746031746,0.9246031746031746,0.9246031746031746,252
up,0.9740740740740741,0.9669117647058824,0.9704797047970479,272
down,0.9317269076305221,0.9169960474308301,0.9243027888446215,253
left,0.921146953405018,0.9625468164794008,0.9413919413919414,267
right,0.9641434262948207,0.9343629343629344,0.9490196078431373,259
on,0.9705882352941176,0.9390243902439024,0.9545454545454545,246
off,0.9615384615384616,0.9541984732824428,0.9578544061302683,262
stop,0.98,0.9839357429718876,0.9819639278557115,249
go,0.9015748031496063,0.9123505976095617,0.906930693069307,251
unknown,0.9881628787878788,0.9779756326148079,0.9830428638718793,4268
silence,0.8252427184466019,0.9922178988326849,0.901060070671378,257
