epoch,step,train_loss,val_macro_f1,val_accuracy,learning_rate
1,104,3.349421833570187,0.13315424178068389,0.5035430839002267,0.0020192307692307693
2,208,2.2582443872323403,0.5532791988231559,0.7183956916099773,0.00401923076923077
3,312,1.0865904969664721,0.7775193386103479,0.8574263038548753,0.006019230769230769
4,416,0.6528676920212232,0.7904869348076023,0.8690476190476191,0.00801923076923077
5,520,0.5062618986345254,0.8147580353813705,0.8798185941043084,0.009999999772506827
6,624,0.4280301982966753,0.8184553751008146,0.8786848072562359,0.009997492120709524
7,728,0.36967900309425133,0.8781789493452429,0.9246031746031746,0.009990066527309738
8,832,0.3320854687346862,0.8701917693006996,0.9172335600907029,0.009977731112084833
9,936,0.3151253265543626,0.9067164214679518,0.9418934240362812,0.009960499363630249
10,1040,0.2885785142962749,0.9070791627620834,0.9399092970521542,0.009938390124609925
11,1144,0.2737746616968742,0.9128998012566195,0.9457199546485261,0.009911427571152128
12,1248,0.2658055954827712,0.882788169785704,0.9257369614512472,0.009879641186413202
13,1352,0.25730514024885803,0.9058553659978729,0.9420351473922902,0.009843065728338178
14,1456,0.25032428895624786,0.8983614590975363,0.9380668934240363,0.009801741191653467
15,1560,0.24189207731531218,0.9143150562512633,0.9450113378684807,0.009755712764133208
16,1664,0.23330402188003063,0.9154397635705199,0.9464285714285714,0.009705030777187115
17,1768,0.22516050877479407,0.8991540186017694,0.937358276643991,0.009649750650823807
18,1872,0.21971230466778463,0.9191015330024789,0.9508219954648526,0.009589932833049849
19,1976,0.2148891008244111,0.91054031832036,0.9409013605442177,0.009525642733770738
20,2080,0.2105610015300604,0.9203846401066015,0.9484126984126984,0.009456950653266141
21,2184,0.20659887403822863,0.9265094387292337,0.9532312925170068,0.009383931705317563
22,2288,0.20198865349476153,0.917658923642947,0.9486961451247166,0.009306665735072528
23,2392,0.19889478686337286,0.9273403928305318,0.9545068027210885,0.009225237231735095
24,2496,0.1983611277089669,0.9113621835849504,0.9409013605442177,0.009139735236178143
25,2600,0.19284273426120097,0.9253485759602603,0.9532312925170068,0.009050253243578483
26,2704,0.1927108776110869,0.9289249029082671,0.9563492063492064,0.008956889101181262
27,2808,0.18562061719309825,0.9401248930230799,0.9627267573696145,0.008859744901305436
28,2912,0.18324757324388394,0.9207662087095837,0.9513888888888888,0.008758926869707308
29,3016,0.1816723862519631,0.9243843299896884,0.9525226757369615,0.008654545249424238
30,3120,0.18231534105367386,0.9277395416907535,0.9545068027210885,0.008546714180225488
31,3224,0.18020393412846786,0.9289408991871309,0.9550736961451247,0.00843555157380207
32,3328,0.1751498838600058,0.9297019892018555,0.9540816326530612,0.008321178984832032
33,3432,0.17245368136522862,0.9305715993578998,0.9573412698412699,0.008203721478062212
34,3536,0.17036270171117324,0.9155167907364617,0.9462868480725624,0.008083307491551771
35,3640,0.16936476120295432,0.929243548273445,0.953798185941043,0.007960068696227056
36,3744,0.1656455393307484,0.9282510455936026,0.953514739229025,0.007834139851901381
37,3848,0.16665562951507476,0.927735270997147,0.9552154195011338,0.0077056586599171485
38,3952,0.1618825885682152,0.9177574737801791,0.9477040816326531,0.00757476561257145
39,4056,0.16012550618212956,0.9181348214399706,0.9484126984126984,0.007441603839489808
40,4160,0.16199215558859018,0.9373788190414002,0.9591836734693877,0.007306318951116021
41,4264,0.1593231255045304,0.9320814086047607,0.9574829931972789,0.007169058879489299
42,4368,0.15912399304887423,0.9391878515567541,0.9623015873015873,0.007029973716482729
43,4472,0.1555364731555948,0.9345457861515465,0.9594671201814059,0.006889215549680034
44,4576,0.15345998681508577,0.9383997258507875,0.9617346938775511,0.006746938296070021
45,4680,0.1531115389930514,0.9294408057562108,0.9553571428571429,0.006603297533740619
46,4784,0.14888125786987635,0.9376548764502189,0.9600340136054422,0.006458450331756523
