epoch,step,train_loss,val_macro_f1,val_accuracy,learning_rate
1,191,3.1081999059747027,0.1779008201639087,0.5381235827664399,0.02010471204188482
2,382,2.257702750061195,0.3911440148210115,0.5979308390022676,0.040104712041884816
3,573,1.329620913061172,0.6207375778510634,0.733843537414966,0.06010471204188481
4,764,0.9048535876873276,0.7786633761663765,0.8613945578231292,0.08010471204188482
5,955,0.7551635485044949,0.6467185919963959,0.798469387755102,0.09999999932552117
6,1146,0.669091395058557,0.7049650898348051,0.7400793650793651,0.0999751383022805
7,1337,0.6225549589589005,0.7372634921673177,0.7473072562358276,0.09990109762562456
8,1528,0.6049278369124648,0.8484902570082596,0.9019274376417233,0.09977795825794629
9,1719,0.581802836263367,0.742616204565655,0.8496315192743764,0.09960585485033631
10,1910,0.574441503791909,0.7567988279921073,0.8558673469387755,0.09938497559534405
11,2101,0.5495452698300646,0.6771043864305852,0.7777777777777778,0.09911556202119193
12,2292,0.543787433526903,0.6623220398821065,0.7976190476190477,0.09879790872766779
13,2483,0.5368311363052948,0.8570531615760029,0.9115646258503401,0.09843236306398435
14,2674,0.5324031162948508,0.8653631638560267,0.8968253968253969,0.098019324748958
15,2865,0.5337277438628112,0.8765107454857236,0.9166666666666666,0.09755924543392201
16,3056,0.5123513088176388,0.8270117755310609,0.8990929705215419,0.09705262820885256
17,3247,0.5230168087008111,0.5653197894042608,0.746031746031746,0.0965000270522472
18,3438,0.5315161091494934,0.6887158208187357,0.828514739229025,0.09590204622535746
19,3629,0.5159920070183839,0.7593430934119269,0.8011621315192744,0.09525933961143808
20,3820,0.5234639360642558,0.8525918866102598,0.909155328798186,0.09457261000073526
21,4011,0.505162992246488,0.8408118316573511,0.8837868480725624,0.09384260832199585
22,4202,0.527302446009601,0.8171785323036883,0.8897392290249433,0.09307013282133776
23,4393,0.5100757957128954,0.33346839370059983,0.6570294784580499,0.09225602818937961
24,4584,0.5137617775282934,0.6217589950310828,0.7709750566893424,0.09140118463758384
25,4775,0.5113436685806794,0.8318835145569179,0.8801020408163265,0.09050653692482369
26,4966,0.5051419234088578,0.8323615015730098,0.8740079365079365,0.08957306333523797
