label,precision,recall,f1,support
yes,0.9540229885057471,0.97265625,0.9632495164410058,256
no,0.8981132075471698,0.9444444444444444,0.9206963249516441,252
up,0.9388489208633094,0.9595588235294118,0.9490909090909091,272
down,0.970954356846473,0.924901185770751,0.9473684210526315,253
left,0.9695817490494296,0.9550561797752809,0.9622641509433961,267
right,0.9722222222222222,0.9459459459459459,0.9589041095890412,259
on,0.9835390946502057,0.9715447154471545,0.9775051124744376,246
off,0.9407407407407408,0.9694656488549618,0.9548872180451129,262
stop,0.9878542510121457,0.9799196787148594,0.9838709677419354,249
go,0.9477911646586346,0.9402390438247012,0.9440000000000001,251
unknown,0.9772937905468025,0.9882849109653233,0.9827586206896551,4268
silence,0.9758454106280193,0.7859922178988327,0.8706896551724137,257
