label,precision,recall,f1,support
yes,0.9959016393442623,0.94921875,0.972,256
no,0.9304347826086956,0.8492063492063492,0.8879668049792531,252
up,0.9424460431654677,0.9632352941176471,0.9527272727272728,272
down,0.948936170212766,0.8814229249011858,0.9139344262295082,253
left,0.9769230769230769,0.951310861423221,0.9639468690702088,267
right,0.9789915966386554,0.8996138996138996,0.937625754527163,259
on,0.8786764705882353,0.9715447154471545,0.9227799227799228,246
off,0.9649805447470817,0.9465648854961832,0.9556840077071291,262
stop,0.9563492063492064,0.9678714859437751,0.9620758483033932,249
go,0.8218181818181818,0.900398406374502,0.8593155893536121,251
unknown,0.9784240150093808,0.9775070290534208,0.9779653070792311,4268
silence,0.8536585365853658,0.953307392996109,0.900735294117647,257
