label,precision,recall,f1,support
yes,0.9803149606299213,0.97265625,0.9764705882352941,256
no,0.9333333333333333,0.9444444444444444,0.9388560157790926,252
up,0.9598540145985401,0.9669117647058824,0.9633699633699634,272
down,0.9661016949152542,0.9011857707509882,0.9325153374233128,253
left,0.9700374531835206,0.9700374531835206,0.9700374531835205,267
right,0.953125,0.9420849420849421,0.9475728155339807,259
on,0.9831223628691983,0.9471544715447154,0.9648033126293997,246
off,0.9728682170542635,0.9580152671755725,0.9653846153846154,262
stop,0.9959349593495935,0.9839357429718876,0.98989898989899,249
go,0.9291338582677166,0.9402390438247012,0.9346534653465346,251
unknown,0.9898560981363529,0.9831302717900656,0.9864817209357,4268
silence,0.8132911392405063,1.0,0.8970331588132636,257
