label,precision,recall,f1,support
yes,0.9762845849802372,0.96484375,0.9705304518664047,256
no,0.9446640316205533,0.9484126984126984,0.9465346534653465,252
up,0.9630996309963099,0.9595588235294118,0.9613259668508287,272
down,0.968,0.9565217391304348,0.9622266401590457,253
left,0.9737827715355806,0.9737827715355806,0.9737827715355806,267
right,0.9722222222222222,0.9459459459459459,0.9589041095890412,259
on,0.9305019305019305,0.9796747967479674,0.9544554455445544,246
off,0.988,0.9427480916030534,0.96484375,262
stop,0.9838056680161943,0.9759036144578314,0.9798387096774194,249
go,0.9510204081632653,0.9282868525896414,0.939516129032258,251
unknown,0.9797533162671631,0.9864104967197751,0.9830706363105662,4268
silence,0.8951612903225806,0.8638132295719845,0.8792079207920793,257
