label,precision,recall,f1,support
yes,0.9649805447470817,0.96875,0.9668615984405458,256
no,0.8432055749128919,0.9603174603174603,0.8979591836734695,252
up,0.9288256227758007,0.9595588235294118,0.9439421338155516,272
down,0.8274647887323944,0.9288537549407114,0.8752327746741154,253
left,0.8862068965517241,0.9625468164794008,0.9228007181328546,267
right,0.7616099071207431,0.9498069498069498,0.845360824742268,259
on,0.8247422680412371,0.975609756097561,0.8938547486033519,246
off,0.9261992619926199,0.9580152671755725,0.9418386491557222,262
stop,0.95703125,0.9839357429718876,0.9702970297029703,249
go,0.7972508591065293,0.9243027888446215,0.8560885608856089,251
unknown,0.9914914914914915,0.9283036551077788,0.9588576960309778,4268
silence,0.9283018867924528,0.9571984435797666,0.942528735632184,257
