label,precision,recall,f1,support
yes,0.996,0.97265625,0.9841897233201581,256
no,0.9518072289156626,0.9404761904761905,0.9461077844311376,252
up,0.9496402877697842,0.9705882352941176,0.96,272
down,0.9604743083003953,0.9604743083003953,0.9604743083003953,253
left,0.9456521739130435,0.9775280898876404,0.9613259668508287,267
right,0.9839357429718876,0.9459459459459459,0.9645669291338583,259
on,0.956,0.9715447154471545,0.9637096774193548,246
off,0.9689922480620154,0.9541984732824428,0.9615384615384615,262
stop,0.9758064516129032,0.9718875502008032,0.9738430583501007,249
go,0.952,0.9482071713147411,0.9500998003992016,251
unknown,0.9866604259302598,0.9878163074039362,0.9872380283339187,4268
silence,0.9651162790697675,0.9688715953307393,0.9669902912621359,257
