tau,accuracy,macro_f1,keyword_macro_f1
0.0,0.383078231292517,0.5794869001693536,0.9517100280249761
0.01,0.383078231292517,0.5794869001693536,0.9517100280249761
0.02,0.383078231292517,0.5794869001693536,0.9517100280249761
0.03,0.383078231292517,0.5794869001693536,0.9517100280249761
0.04,0.383078231292517,0.5794869001693536,0.9517100280249761
0.05,0.383078231292517,0.5794869001693536,0.9517100280249761
0.06,0.383078231292517,0.5794869001693536,0.9517100280249761
0.07,0.383078231292517,0.5794869001693536,0.9517100280249761
0.08,0.383078231292517,0.5794869001693536,0.9517100280249761
0.09,0.383078231292517,0.5794869001693536,0.9517100280249761
0.1,0.7748015873015873,0.7663982556554082,0.9523914923833591
0.11,0.8253968253968254,0.8074575133190461,0.9533060538941734
0.12,0.8518990929705216,0.8304518696571765,0.9526656922688357
0.13,0.8737244897959183,0.850431682200545,0.9526099440774864
0.14,0.8842120181405896,0.8606315218992534,0.9524874207341568
0.15,0.8945578231292517,0.8709259353605446,0.952677832414747
0.16,0.9020691609977324,0.8782524383000601,0.9528635098291313
0.17,0.9095804988662132,0.8857938105916427,0.9524585048474405
0.18,0.9151077097505669,0.891623141255316,0.9528125667220975
0.19,0.9203514739229025,0.8969667491168711,0.9529943342762023
0.2,0.9238945578231292,0.900784078705398,0.9529547708640577
0.21,0.9264455782312925,0.9037730708995126,0.9531094450569153
0.22,0.9299886621315193,0.9077189455280738,0.9534930433734514
0.23,0.9329648526077098,0.9107315860747898,0.9530774154153547
0.24,0.9342403628117913,0.9120251808645344,0.9526452605326707
0.25,0.9369331065759637,0.9149377302540033,0.9524511886664678
0.26,0.9379251700680272,0.9163995679231361,0.9528306938138016
0.27,0.9399092970521542,0.9184521005597398,0.9526263530317601
0.28,0.9417517006802721,0.9204628640597688,0.9523798245341627
0.29,0.9437358276643991,0.9225298730399376,0.9521850443764771
0.3,0.9450113378684807,0.9237933048451277,0.9519639922677892
0.31,0.9455782312925171,0.9243132853004185,0.951756472446478
0.32,0.9464285714285714,0.9252041923041436,0.951756472446478
0.33,0.9469954648526077,0.9258591177881219,0.9517128751664128
0.34,0.9477040816326531,0.9267875169022762,0.9516624336668039
0.35,0.9492630385487528,0.9284373513444883,0.9514668494345224
0.36,0.9505385487528345,0.929919346764882,0.9516498782457818
0.37,0.9508219954648526,0.93044057294781,0.9511963545391895
0.38,0.951530612244898,0.9313139046290018,0.9509649145955313
0.39,0.951672335600907,0.9313568592044605,0.950099005591811
0.4,0.9529478458049887,0.9329851678027291,0.9504647073532058
0.41,0.9529478458049887,0.9330594197676492,0.9504494911574012
0.42,0.9525226757369615,0.9326570911299572,0.9500390377050574
0.43,0.9533730158730159,0.9342426989866768,0.9505833778038442
0.44,0.953514739229025,0.9349123426481852,0.9511212271238731
0.45,0.9533730158730159,0.9345663686337055,0.9498621463564243
0.46,0.9528061224489796,0.934116819613311,0.9496101037167346
0.47,0.9519557823129252,0.9329712014404231,0.9487386462866173
0.48,0.9509637188208617,0.9317614303356395,0.9480526539045975
0.49,0.9508219954648526,0.9316088885555104,0.9475713748162642
